"","","","","","","X.Intercept."
"429","21","1000","hn+cov1","0.7","n","69"
"430","21","1000","hn+cov1","0.7","b0","-1.64699580484741"
"431","21","1000","hn+cov1","0.7","cov1","0.0798470366903732"
"432","21","1000","hn+cov1","0.7","cov2",NA
"433","21","1000","hn+cov1","0.7","aic","-60.0140028165977"
"434","21","1000","hn+cov1","0.7","varp","0.0474399516582968"
"435","21","1000","hn+cov1+cov2","0.7","p","0.396202202796375"
"436","21","1000","hn+cov1+cov2","0.7","n","69"
"437","21","1000","hn+cov1+cov2","0.7","b0","-2.6484614283671"
"438","21","1000","hn+cov1+cov2","0.7","cov1","-0.239880661280143"
"439","21","1000","hn+cov1+cov2","0.7","cov2","0.443512453622843"
"440","21","1000","hn+cov1+cov2","0.7","aic","-63.5473334892747"
"441","21","1000","hn+cov1+cov2","0.7","varp","0.065363063842234"
"442","22","1000","hn","0.7","p","0.522029031892286"
"443","22","1000","hn","0.7","n","79"
"444","22","1000","hn","0.7","b0","-0.962557946069382"
"445","22","1000","hn","0.7","cov1",NA
"446","22","1000","hn","0.7","cov2",NA
"447","22","1000","hn","0.7","aic","-47.7705714992899"
"448","22","1000","hn","0.7","varp","0.0468369725956235"
"449","22","1000","hn+cov1","0.7","p","0.485272645867444"
"450","22","1000","hn+cov1","0.7","n","79"
"451","22","1000","hn+cov1","0.7","b0","-1.83802326338529"
"452","22","1000","hn+cov1","0.7","cov1","0.138325554616492"
"453","22","1000","hn+cov1","0.7","cov2",NA
"454","22","1000","hn+cov1","0.7","aic","-55.3622935570133"
"455","22","1000","hn+cov1","0.7","varp","0.0406710442182624"
"456","22","1000","hn+cov1+cov2","0.7","p","0.482334462941341"
"457","22","1000","hn+cov1+cov2","0.7","n","79"
"458","22","1000","hn+cov1+cov2","0.7","b0","-1.91891683407085"
"459","22","1000","hn+cov1+cov2","0.7","cov1","0.112375223594089"
"460","22","1000","hn+cov1+cov2","0.7","cov2","0.0320034350197918"
"461","22","1000","hn+cov1+cov2","0.7","aic","-53.7023382962362"
"462","22","1000","hn+cov1+cov2","0.7","varp","0.0462960034860047"
"463","23","1000","hn","0.7","p","0.548370880537295"
"464","23","1000","hn","0.7","n","80"
"465","23","1000","hn","0.7","b0","-0.905607643726604"
"466","23","1000","hn","0.7","cov1",NA
"467","23","1000","hn","0.7","cov2",NA
"468","23","1000","hn","0.7","aic","-43.2316821394352"
